model_a,model_b,display_a,display_b,f1_a,f1_b,diff_f1,ci_lower,ci_upper,p_value,significant_95
gpt-4-turbo,rufimelo_Legal-BERTimbau-base__supervised,GPT-4 Turbo,Legal-BERTimbau-base,0.7321428571428572,0.6021180030257186,0.13078112451232754,0.0784178472308822,0.1847594426649361,0.0,True
gpt-5.4-nano_few_shot,bilstm-crf__supervised,GPT-5.4-nano,BiLSTM-CRF,0.7228915662650601,0.5925925925925926,0.13063880895821148,0.06651100661718044,0.19379224835495093,0.0,True
gpt-5.4-mini_few_shot,neuralmind_bert-large-portuguese-cased__supervised,GPT-5.4-mini,BERTimbau-large,0.7269035532994924,0.6018237082066868,0.12616624784631136,0.06472190065137393,0.18853286369400746,0.0002,True
gpt-5.4-mini_few_shot,rufimelo_Legal-BERTimbau-base__supervised,GPT-5.4-mini,Legal-BERTimbau-base,0.7269035532994924,0.6021180030257186,0.1257810971097712,0.07094548592791708,0.1801698416749795,0.0,True
gpt-4o,neuralmind_bert-large-portuguese-cased__supervised,GPT-4o,BERTimbau-large,0.723658051689861,0.6018237082066868,0.12279022701044544,0.06920462120531211,0.17934958584146873,0.0,True
gpt-4o,rufimelo_Legal-BERTimbau-base__supervised,GPT-4o,Legal-BERTimbau-base,0.723658051689861,0.6021180030257186,0.1224050762739053,0.07078268666083701,0.17712453394679442,0.0,True
gpt-5.4-nano_few_shot,neuralmind_bert-large-portuguese-cased__supervised,GPT-5.4-nano,BERTimbau-large,0.7228915662650601,0.6018237082066868,0.12194493608909658,0.06816705516807031,0.17860285803547904,0.0,True
gpt-5.4-nano_few_shot,rufimelo_Legal-BERTimbau-base__supervised,GPT-5.4-nano,Legal-BERTimbau-base,0.7228915662650601,0.6021180030257186,0.12155978535255645,0.07075371238365503,0.17359112646726516,0.0,True
gpt-41-mini,bilstm-crf__supervised,GPT-4.1-mini,BiLSTM-CRF,0.7107601184600196,0.5925925925925926,0.11842049484444288,0.05886745510111821,0.1784230410290219,0.0,True
gpt-35,bilstm-crf__supervised,GPT-3.5,BiLSTM-CRF,0.7064676616915423,0.5925925925925926,0.1140920443145491,0.0489630546582971,0.1777049272127612,0.0006,True
gpt-41,bilstm-crf__supervised,GPT-4.1,BiLSTM-CRF,0.7052023121387283,0.5925925925925926,0.11276778930397109,0.049289117031743074,0.17541180348803348,0.0004,True
gpt-41-mini,neuralmind_bert-large-portuguese-cased__supervised,GPT-4.1-mini,BERTimbau-large,0.7107601184600196,0.6018237082066868,0.10972662197532798,0.05885225169715044,0.16416808988333226,0.0,True
rufimelo_Legal-BERTimbau-base__supervised,gpt-41-mini,Legal-BERTimbau-base,GPT-4.1-mini,0.6021180030257186,0.7107601184600196,-0.10934147123878783,-0.16173835711808085,-0.059177714621219374,0.0,True
gpt-35,neuralmind_bert-large-portuguese-cased__supervised,GPT-3.5,BERTimbau-large,0.7064676616915423,0.6018237082066868,0.1053981714454342,0.049401694190385544,0.16383317277166273,0.0002,True
rufimelo_Legal-BERTimbau-base__supervised,gpt-35,Legal-BERTimbau-base,GPT-3.5,0.6021180030257186,0.7064676616915423,-0.10501302070889405,-0.1593956761387897,-0.05172169246823561,0.0,True
gpt-41,neuralmind_bert-large-portuguese-cased__supervised,GPT-4.1,BERTimbau-large,0.7052023121387283,0.6018237082066868,0.10407391643485618,0.04804677683610871,0.1634221915601292,0.0004,True
rufimelo_Legal-BERTimbau-base__supervised,gpt-41,Legal-BERTimbau-base,GPT-4.1,0.6021180030257186,0.7052023121387283,-0.10368876569831602,-0.15883168923532426,-0.051197661993304416,0.0002,True
gemini-2.5-flash_few_shot,bilstm-crf__supervised,Gemini-2.5-flash,BiLSTM-CRF,0.6867119301648884,0.5925925925925926,0.09427022016730202,0.03065741666972064,0.1581959193036477,0.0032,True
gpt-4-turbo,deepseek-v3_few_shot,GPT-4 Turbo,DeepSeek-V3,0.7321428571428572,0.6458923512747876,0.08647625323440243,0.05151389521860519,0.12182710122213859,0.0,True
neuralmind_bert-base-portuguese-cased__supervised,bilstm-crf__supervised,BERTimbau-base,BiLSTM-CRF,0.6785714285714286,0.5925925925925926,0.08571930194040299,0.030393629626683127,0.143810897644843,0.002,True
neuralmind_bert-large-portuguese-cased__supervised,gemini-2.5-flash_few_shot,BERTimbau-large,Gemini-2.5-flash,0.6018237082066868,0.6867119301648884,-0.08557634729818712,-0.146807489116439,-0.0292741763222853,0.0026,True
rufimelo_Legal-BERTimbau-base__supervised,gemini-2.5-flash_few_shot,Legal-BERTimbau-base,Gemini-2.5-flash,0.6021180030257186,0.6867119301648884,-0.08519119656164696,-0.14047194485866019,-0.03271791353513938,0.0012,True
gpt-5.4-mini_few_shot,deepseek-v3_few_shot,GPT-5.4-mini,DeepSeek-V3,0.7269035532994924,0.6458923512747876,0.08147622583184608,0.036350430582441445,0.12487836780880893,0.0008,True
gpt-4o,deepseek-v3_few_shot,GPT-4o,DeepSeek-V3,0.723658051689861,0.6458923512747876,0.07810020499598015,0.0421193510058986,0.11463115452651657,0.0,True
gpt-5.4-nano_few_shot,deepseek-v3_few_shot,GPT-5.4-nano,DeepSeek-V3,0.7228915662650601,0.6458923512747876,0.0772549140746313,0.03760770401967121,0.11677310504456176,0.0,True
neuralmind_bert-base-portuguese-cased__supervised,neuralmind_bert-large-portuguese-cased__supervised,BERTimbau-base,BERTimbau-large,0.6785714285714286,0.6018237082066868,0.07702542907128807,0.03521089022324566,0.12138385476119425,0.0002,True
rufimelo_Legal-BERTimbau-base__supervised,neuralmind_bert-base-portuguese-cased__supervised,Legal-BERTimbau-base,BERTimbau-base,0.6021180030257186,0.6785714285714286,-0.07664027833474793,-0.11750578156193055,-0.03749145348481011,0.0002,True
gpt-41-mini,deepseek-v3_few_shot,GPT-4.1-mini,DeepSeek-V3,0.7107601184600196,0.6458923512747876,0.0650365999608627,0.03208140841392009,0.09755863411918893,0.0006,True
gpt-35,deepseek-v3_few_shot,GPT-3.5,DeepSeek-V3,0.7064676616915423,0.6458923512747876,0.06070814943096891,0.019230354372379813,0.10166011915866108,0.0044,True
gpt-41,deepseek-v3_few_shot,GPT-4.1,DeepSeek-V3,0.7052023121387283,0.6458923512747876,0.0593838944203909,0.023125822224483304,0.09552979129994826,0.0014,True
gpt-4-turbo,neuralmind_bert-base-portuguese-cased__supervised,GPT-4 Turbo,BERTimbau-base,0.7321428571428572,0.6785714285714286,0.054140846177579624,0.00804185231803663,0.10205796349567148,0.02,True
deepseek-v3_few_shot,bilstm-crf__supervised,DeepSeek-V3,BiLSTM-CRF,0.6458923512747876,0.5925925925925926,0.053383894883580196,-0.008140801970333901,0.1151606402325723,0.0926,False
gpt-5.4-mini_few_shot,neuralmind_bert-base-portuguese-cased__supervised,GPT-5.4-mini,BERTimbau-base,0.7269035532994924,0.6785714285714286,0.04914081877502329,-0.00196030779755992,0.09965493794902003,0.058,False
gpt-4o,neuralmind_bert-base-portuguese-cased__supervised,GPT-4o,BERTimbau-base,0.723658051689861,0.6785714285714286,0.04576479793915737,0.000977021804146877,0.09174408916115899,0.0442,True
gpt-4-turbo,gemini-2.5-flash_few_shot,GPT-4 Turbo,Gemini-2.5-flash,0.7321428571428572,0.6867119301648884,0.04558992795068059,0.015478357745727455,0.07486987333086997,0.0042,True
gpt-5.4-nano_few_shot,neuralmind_bert-base-portuguese-cased__supervised,GPT-5.4-nano,BERTimbau-base,0.7228915662650601,0.6785714285714286,0.04491950701780851,0.00021676834133090632,0.09002222564039619,0.0492,True
neuralmind_bert-large-portuguese-cased__supervised,deepseek-v3_few_shot,BERTimbau-large,DeepSeek-V3,0.6018237082066868,0.6458923512747876,-0.044690022014465286,-0.10343027679172917,0.011285118641423682,0.1204,False
rufimelo_Legal-BERTimbau-base__supervised,deepseek-v3_few_shot,Legal-BERTimbau-base,DeepSeek-V3,0.6021180030257186,0.6458923512747876,-0.04430487127792513,-0.09847126326052834,0.008065467883169732,0.1022,False
gemini-2.5-flash_few_shot,deepseek-v3_few_shot,Gemini-2.5-flash,DeepSeek-V3,0.6867119301648884,0.6458923512747876,0.040886325283721825,0.005258698189707136,0.07710315990922983,0.0218,True
gpt-5.4-mini_few_shot,gemini-2.5-flash_few_shot,GPT-5.4-mini,Gemini-2.5-flash,0.7269035532994924,0.6867119301648884,0.04058990054812425,-0.001386405072390119,0.08084848576650958,0.0574,False
gpt-4o,gemini-2.5-flash_few_shot,GPT-4o,Gemini-2.5-flash,0.723658051689861,0.6867119301648884,0.03721387971225833,0.0016861127317988162,0.07009641073772802,0.0408,True
gpt-5.4-nano_few_shot,gemini-2.5-flash_few_shot,GPT-5.4-nano,Gemini-2.5-flash,0.7228915662650601,0.6867119301648884,0.03636858879090947,0.0006846570797741375,0.06975083452019491,0.0458,True
gpt-41-mini,neuralmind_bert-base-portuguese-cased__supervised,GPT-4.1-mini,BERTimbau-base,0.7107601184600196,0.6785714285714286,0.032701192904039895,-0.012068774043139432,0.07811705220394898,0.151,False
neuralmind_bert-base-portuguese-cased__supervised,deepseek-v3_few_shot,BERTimbau-base,DeepSeek-V3,0.6785714285714286,0.6458923512747876,0.03233540705682279,-0.018155589728198734,0.08278404527863789,0.2042,False
neuralmind_bert-base-portuguese-cased__supervised,gpt-35,BERTimbau-base,GPT-3.5,0.6785714285714286,0.7064676616915423,-0.028372742374146123,-0.07509132486188566,0.01711941175013395,0.2252,False
gpt-4-turbo,gpt-41,GPT-4 Turbo,GPT-4.1,0.7321428571428572,0.7052023121387283,0.027092358814011522,-0.0007150723302865471,0.05552300467891936,0.0562,False
neuralmind_bert-base-portuguese-cased__supervised,gpt-41,BERTimbau-base,GPT-4.1,0.6785714285714286,0.7052023121387283,-0.02704848736356811,-0.07405014015591105,0.02022111781478208,0.264,False
gpt-4-turbo,gpt-35,GPT-4 Turbo,GPT-3.5,0.7321428571428572,0.7064676616915423,0.025768103803433508,-0.01020763709398267,0.06273487294985348,0.1712,False
gpt-41-mini,gemini-2.5-flash_few_shot,GPT-4.1-mini,Gemini-2.5-flash,0.7107601184600196,0.6867119301648884,0.024150274677140857,-0.009422295465578014,0.05585453156865664,0.1562,False
gpt-5.4-mini_few_shot,gpt-41,GPT-5.4-mini,GPT-4.1,0.7269035532994924,0.7052023121387283,0.022092331411455182,-0.01772647979451354,0.05899933749842865,0.2686,False
gpt-4-turbo,gpt-41-mini,GPT-4 Turbo,GPT-4.1-mini,0.7321428571428572,0.7107601184600196,0.021439653273539732,-0.010958561854667228,0.054704878310729385,0.1938,False
gpt-5.4-mini_few_shot,gpt-35,GPT-5.4-mini,GPT-3.5,0.7269035532994924,0.7064676616915423,0.020768076400877168,-0.009631597989438278,0.05426751140273815,0.1918,False
gpt-35,gemini-2.5-flash_few_shot,GPT-3.5,Gemini-2.5-flash,0.7064676616915423,0.6867119301648884,0.01982182414724708,-0.01918281165387276,0.05758624130396042,0.3122,False
gpt-4o,gpt-41,GPT-4o,GPT-4.1,0.723658051689861,0.7052023121387283,0.01871631057558926,-0.01467895294455126,0.05152513453831877,0.2724,False
gpt-41,gemini-2.5-flash_few_shot,GPT-4.1,Gemini-2.5-flash,0.7052023121387283,0.6867119301648884,0.018497569136669067,-0.013790194630888033,0.04995023202761745,0.2616,False
gpt-5.4-nano_few_shot,gpt-41,GPT-5.4-nano,GPT-4.1,0.7228915662650601,0.7052023121387283,0.0178710196542404,-0.016464865342392637,0.05228503062100549,0.3066,False
gpt-4o,gpt-35,GPT-4o,GPT-3.5,0.723658051689861,0.7064676616915423,0.017392055565011246,-0.007591381329003232,0.043381683002658,0.1822,False
gpt-5.4-nano_few_shot,gpt-35,GPT-5.4-nano,GPT-3.5,0.7228915662650601,0.7064676616915423,0.01654676464366239,-0.01020190385088079,0.043728637683932516,0.2284,False
gpt-5.4-mini_few_shot,gpt-41-mini,GPT-5.4-mini,GPT-4.1-mini,0.7269035532994924,0.7107601184600196,0.016439625870983396,-0.02608747090001987,0.05757649150951891,0.4304,False
gpt-4o,gpt-41-mini,GPT-4o,GPT-4.1-mini,0.723658051689861,0.7107601184600196,0.01306360503511747,-0.020649848206644773,0.04681824581831279,0.447,False
gpt-5.4-nano_few_shot,gpt-41-mini,GPT-5.4-nano,GPT-4.1-mini,0.7228915662650601,0.7107601184600196,0.012218314113768612,-0.0221073385206824,0.0468589756029443,0.4808,False
gpt-4-turbo,gpt-5.4-nano_few_shot,GPT-4 Turbo,GPT-5.4-nano,0.7321428571428572,0.7228915662650601,0.009221339159771122,-0.020090625100142392,0.04046725502362267,0.5636,False
rufimelo_Legal-BERTimbau-base__supervised,bilstm-crf__supervised,Legal-BERTimbau-base,BiLSTM-CRF,0.6021180030257186,0.5925925925925926,0.009079023605655058,-0.04854046418835077,0.06731556721759109,0.768,False
neuralmind_bert-large-portuguese-cased__supervised,bilstm-crf__supervised,BERTimbau-large,BiLSTM-CRF,0.6018237082066868,0.5925925925925926,0.008693872869114909,-0.049342041821042536,0.0671291886877984,0.7856,False
neuralmind_bert-base-portuguese-cased__supervised,gemini-2.5-flash_few_shot,BERTimbau-base,Gemini-2.5-flash,0.6785714285714286,0.6867119301648884,-0.008550918226899039,-0.06012390363622473,0.04163625123451241,0.7496,False
gpt-4-turbo,gpt-4o,GPT-4 Turbo,GPT-4o,0.7321428571428572,0.723658051689861,0.008376048238422263,-0.023080615189416818,0.04146768119492866,0.613,False
gpt-41-mini,gpt-41,GPT-4.1-mini,GPT-4.1,0.7107601184600196,0.7052023121387283,0.005652705540471789,-0.026169276067320918,0.03740362709965773,0.7304,False
gpt-4-turbo,gpt-5.4-mini_few_shot,GPT-4 Turbo,GPT-5.4-mini,0.7321428571428572,0.7269035532994924,0.005000027402556337,-0.03280966044739372,0.04501156066515332,0.8116,False
gpt-41-mini,gpt-35,GPT-4.1-mini,GPT-3.5,0.7107601184600196,0.7064676616915423,0.004328450529893775,-0.030496103630020532,0.03814361550331671,0.8024,False
gpt-5.4-mini_few_shot,gpt-5.4-nano_few_shot,GPT-5.4-mini,GPT-5.4-nano,0.7269035532994924,0.7228915662650601,0.004221311757214784,-0.022513201589190995,0.03267587830957226,0.7732,False
gpt-5.4-mini_few_shot,gpt-4o,GPT-5.4-mini,GPT-4o,0.7269035532994924,0.723658051689861,0.003376020835865924,-0.027924408000343143,0.03508373532030258,0.8452,False
gpt-35,gpt-41,GPT-3.5,GPT-4.1,0.7064676616915423,0.7052023121387283,0.001324255010578014,-0.03193865774521076,0.034583490044586156,0.9376,False
gpt-4o,gpt-5.4-nano_few_shot,GPT-4o,GPT-5.4-nano,0.723658051689861,0.7228915662650601,0.0008452909213488592,-0.024397161468501613,0.02659973096341969,0.9524,False
rufimelo_Legal-BERTimbau-base__supervised,neuralmind_bert-large-portuguese-cased__supervised,Legal-BERTimbau-base,BERTimbau-large,0.6021180030257186,0.6018237082066868,0.00038515073654015,-0.040138762135514434,0.04301376464564312,0.996,False
