index,text,gold,pred,match
306,"Vistos, relatados e discutidos estes autos, acatando o entendimento do Corpo Técnico da DAP e do Ministério Público Especial, com fulcro nos fundamentos jurídicos dantes explanados, ACORDAM os Conselheiros, nos termos do voto proferido pelo Conselheiro Relator, julgar: 
a)	pela APLICAÇÃO DE MULTA no valor de R$1.000,00 (mil reais) para o então gestor responsável, à época dos fatos, pelo Instituto de Previdência dos Servidores do Estado do Rio Grande do Norte - IPERN,  senhor Nereu Batista Linhares, nos termos do artigo 107, inciso II, alínea “f”, da Lei Complementar Estadual nº 464/2012 c/c o artigo 323, inciso II, alínea `f`, do Novel Regimento Interno desta Casa, em virtude do descumprimento de determinação do Tribunal (Decisão nº 929/2020-TC).
b)	pela INTIMAÇÃO da referida autoridade competente nominada, a fim de que tome conhecimento desta decisão e, se for o caso, apresente recurso no prazo regimental. 
c)	pela RENOVAÇÃO DA DETERMINAÇÃO constante na decisão retro, estipulando o prazo de 30 (trinta) dias úteis, após o trânsito em julgado, para que o IPERN, no seu atual gestor, no uso de suas atribuições, regularize a situação noticiada nos autos, pontuada na fundamentação deste voto, sob pena de imputação de sanção pecuniária, nos termos do artigo 110, da Lei Complementar Estadual 464/2012.
d)	Por fim, esclarecer ao órgão de origem que a denegação ora declarada não enseja a suspensão do pagamento dos proventos de aposentadoria da interessada, mas tão somente demanda a sua correção consoante as determinações expostas anteriormente neste voto.","[(292, 756, 'MULTA_FIXA'), (943, 1315, 'OBRIGACAO_MULTA')]","[(114, 562, 'MULTA_FIXA'), (646, 994, 'OBRIGACAO_MULTA')]",False
309,"Vistos, relatados e discutidos estes autos, em se tratando de matéria de ordem pública, em consonância com o posicionamento do Corpo Técnico e do MPJTC, ACORDAM os Conselheiros, nos termos do voto proferido pelo Conselheiro Relator, julgar pelo reconhecimento da ocorrência da prescrição quinquenal da pretensão punitiva por Corte de Contas e pelo consequente arquivamento do feito, nos termos dos art. 111, da Lei Complementar nº 464/2012.

Ainda, no sentido de que se recomende à Secretaria de Controle Externo – SECEX desta Corte de Contas, que adote procedimentos com vistas a impedir a consumação de prescrição nas Unidades Técnicas a ela vinculadas.

Por fim, não estando presentes quaisquer das hipóteses do art. 47, parágrafo único, da LCE nº 464/2012, resta desnecessária qualquer intimação postal, sendo suficiente a publicação do Acórdão respectivo no Diário Oficial eletrônico desta Corte. ",[],"[(268, 477, 'RECOMENDACAO')]",False
311,"Vistos, relatados e discutidos estes autos, acatando o entendimento do Corpo Técnico da DAP e do Ministério Público Especial, com fulcro nos fundamentos jurídicos dantes explanados, ACORDAM os Conselheiros, nos termos do voto proferido pelo Conselheiro Relator, julgar: 
a)	pela APLICAÇÃO DE MULTA no valor de R$1.000,00 (mil reais) para o então gestor responsável, à época dos fatos, pelo Instituto de Previdência dos Servidores do Estado do Rio Grande do Norte - IPERN,  senhor Nereu Batista Linhares, nos termos do artigo 107, inciso II, alínea “f”, da Lei Complementar Estadual nº 464/2012 c/c o artigo 323, inciso II, alínea `f`, do Novel Regimento Interno desta Casa, em virtude do descumprimento de determinação do Tribunal (Decisão nº 1167/2020-TC).

b)	pela INTIMAÇÃO da referida autoridade competente nominada, a fim de que tome conhecimento desta decisão e, se for o caso, apresente recurso no prazo regimental. 

c)	pela RENOVAÇÃO DA DETERMINAÇÃO constante na decisão retro, estipulando o prazo de 30 (trinta) dias úteis, após o trânsito em julgado, para que o IPERN, no seu atual gestor, no uso de suas atribuições, regularize a situação noticiada nos autos, pontuada na fundamentação do voto do Conselheiro Relator, sob pena de imputação de sanção pecuniária, nos termos do artigo 110, da Lei Complementar Estadual 464/2012.

d)	Por fim, esclarecendo ao órgão de origem que a denegação ora declarada não enseja a suspensão do pagamento dos proventos de aposentadoria da interessada, mas tão somente demanda a sua correção consoante as determinações expostas anteriormente no voto do Conselheiro Relator.","[(292, 757, 'MULTA_FIXA'), (946, 1338, 'OBRIGACAO_MULTA')]","[(121, 509, 'MULTA_FIXA'), (553, 759, 'OBRIGACAO_MULTA')]",False
312,"Vistos, relatados e discutidos estes autos, concordando com o posicionamento da Procuradoria Geral do MPJTC, ACORDAM os Conselheiros, nos termos do voto proferido pelo Conselheiro Relator, julgar pelo reconhecimento da incidência da Prescrição Intercorrente sobre a pretensão punitiva desta Corte de Contas, nos termos do artigo 111, parágrafo único, da Lei Complementar Estadual nº 464/2012, por conseguinte, pela REFORMA do Acórdão nº 262/2019, para determinar a anulação das condenações nele fixada e o ARQUIVAMENTO dos presentes autos, com fulcro no art. 71 da LCE nº 464/2012.

Ainda, no sentido de que se recomende à Secretaria de Controle Externo – SECEX desta Corte de Contas, que adote procedimentos com vistas a impedir a consumação de prescrição nas Unidades Técnicas a ela vinculadas.

Por fim, não estando presentes quaisquer das hipóteses do art. 47, parágrafo único, da LCE nº 464/2012, resta desnecessária qualquer intimação postal, sendo suficiente a publicação do Acórdão respectivo no Diário Oficial eletrônico desta Corte.","[(611, 796, 'RECOMENDACAO')]",[],False
313,"Vistos, relatados e discutidos estes autos, acatando o entendimento do Corpo Técnico da DAP e parcialmente o pronunciamento do Ministério Público Especial, discordando apenas da aplicação de multa diária, com fulcro nos fundamentos jurídicos dantes explanados, ACORDAM os Conselheiros, nos termos do voto proferido pelo Conselheiro Relator, julgar: 
a)	pela APLICAÇÃO DE MULTA no valor de R$1.000,00 (mil reais) para o então gestor responsável, à época dos fatos, pelo Instituto de Previdência dos Servidores do Estado do Rio Grande do Norte - IPERN,  senhor Nereu Batista Linhares, nos termos do artigo 107, inciso II, alínea “f”, da Lei Complementar Estadual nº 464/2012 c/c o artigo 323, inciso II, alínea `f`, do Novel Regimento Interno desta Casa, em virtude do descumprimento de determinação do Tribunal (Decisão nº 1171/2020-TC).
b)	pela INTIMAÇÃO da referida autoridade competente nominada, a fim de que tome conhecimento desta decisão e, se for o caso, apresente recurso no prazo regimental. 
c)	pela RENOVAÇÃO DA DETERMINAÇÃO constante na decisão retro, estipulando o prazo de 30 (trinta) dias úteis, após o trânsito em julgado, para que o IPERN, no seu atual gestor, no uso de suas atribuições, regularize a situação noticiada nos autos, pontuada na fundamentação deste voto.
d)	Por fim, esclarecendo ao órgão de origem que a denegação ora declarada não enseja a suspensão do pagamento dos proventos de aposentadoria da interessada, mas tão somente demanda a sua correção consoante as determinações expostas anteriormente no voto do Conselheiro Relator.
","[(371, 836, 'MULTA_FIXA'), (1023, 1286, 'OBRIGACAO')]","[(154, 390, 'MULTA_FIXA')]",False
315,"Vistos, relatados e discutidos estes autos, em consonância com o posicionamento da Diretoria de Administração Municipal – DAM e do Ministério Público de Contas, ACORDAM os Conselheiros, nos termos do voto proferido pelo Conselheiro Relator, julgar pelo reconhecimento da incidência da Prescrição Intercorrente sobre a pretensão punitiva desta Corte de Contas, nos termos do artigo 111, parágrafo único, da Lei Complementar Estadual nº 464/2012, com o consequente arquivamento dos presentes autos.

Ainda, no sentido de que se recomende à Secretaria de Controle Externo – SECEX desta Corte de Contas, que adote procedimentos com vistas a impedir a consumação de prescrição nas Unidades Técnicas a ela vinculadas.

Por fim, não estando presentes quaisquer das hipóteses do art. 47, parágrafo único, da LCE nº 464/2012, resta desnecessária qualquer intimação postal, sendo suficiente a publicação do Acórdão respectivo no Diário Oficial eletrônico desta Corte.","[(526, 711, 'RECOMENDACAO')]",[],False
317,"Vistos, relatados e discutidos estes autos, acatando o entendimento do Corpo Técnico da DAP e parcialmente o pronunciamento do Ministério Público Especial, discordando apenas da aplicação de multa diária, com fulcro nos fundamentos jurídicos dantes explanados, ACORDAM os Conselheiros, nos termos do voto proferido pelo Conselheiro Relator, julgar: 
a)	pela APLICAÇÃO DE MULTA no valor de R$1.000,00 (mil reais) para o então gestor responsável, à época dos fatos, pelo Instituto de Previdência dos Servidores do Estado do Rio Grande do Norte - IPERN,  senhor Nereu Batista Linhares, nos termos do artigo 107, inciso II, alínea “f”, da Lei Complementar Estadual nº 464/2012 c/c o artigo 323, inciso II, alínea `f`, do Novel Regimento Interno desta Casa, em virtude do descumprimento de determinação do Tribunal (Decisão nº 1866/2020-TC).
b)	pela INTIMAÇÃO da referida autoridade competente nominada, a fim de que tome conhecimento desta decisão e, se for o caso, apresente recurso no prazo regimental. 
c)	pela RENOVAÇÃO DA DETERMINAÇÃO constante na decisão retro, estipulando o prazo de 30 (trinta) dias úteis, após o trânsito em julgado, para que o IPERN, no seu atual gestor, no uso de suas atribuições, regularize a situação noticiada nos autos, pontuada na fundamentação deste voto.
d)	Por fim, esclarecendo ao órgão de origem que a denegação ora declarada não enseja a suspensão do pagamento dos proventos de aposentadoria da interessada, mas tão somente demanda a sua correção consoante as determinações expostas anteriormente no voto do Conselheiro Relator.","[(371, 836, 'MULTA_FIXA'), (1023, 1286, 'OBRIGACAO')]","[(138, 420, 'MULTA_FIXA'), (562, 747, 'OBRIGACAO')]",False
321,"Vistos, relatados e discutidos estes autos, em se tratando de matéria de ordem pública, ACORDAM os Conselheiros, nos termos do voto proferido pelo Conselheiro Relator, julgar pelo reconhecimento ex officio da ocorrência da prescrição quinquenal da pretensão punitiva por parte desta Corte de Contas e pelo consequente arquivamento do feito, nos termos do art. 111, caput da Lei Complementar nº 464/2012.

Também, no sentido de que se recomende à Secretaria de Controle Externo – SECEX desta Corte de Contas, que adote procedimentos com vistas a impedir a consumação de prescrição nas Unidades Técnicas a ela vinculadas.

Ainda pela remessa de cópia integral dos autos ao Ministério Público Estadual, para conhecimento desta decisão.

Por fim, não estando presentes quaisquer das hipóteses do art. 47, parágrafo único, da LCE nº 464/2012, resta desnecessária qualquer intimação postal, sendo suficiente a publicação do Acórdão respectivo no Diário Oficial eletrônico desta Corte.
","[(434, 619, 'RECOMENDACAO')]",[],False
328,"Vistos, relatados e discutidos estes autos, discordando da Informação do Corpo Técnico - quanto às sugestões de registro do tema analisado como DEMANDA FISCALIZATÓRIA e o cadastramento no SISPFA -, e concordando integralmente com o Parecer do Órgão Ministerial, ACORDAM os Conselheiros, nos termos do voto proferido pelo Conselheiro Relator, julgar pelo reconhecimento da incidência do Instituto da Prescrição Intercorrente sobre a pretensão punitiva e ressarcitória, nos termos do artigo 111, parágrafo único, da Lei Complementar Estadual nº 464/2012, com o conseqüente arquivamento dos presentes autos.

Ainda, no sentido de que se recomende à Secretaria de Controle Externo – SECEX desta Corte de Contas, que adote procedimentos com vistas a impedir a consumação de prescrição nas Unidades Técnicas a ela vinculadas.",[],"[(339, 483, 'RECOMENDACAO')]",False
329,"Vistos, relatados e discutidos estes autos, discordando da Informação do Corpo Técnico - quanto às sugestões de registro do tema analisado como DEMANDA FISCALIZATÓRIA e o cadastramento no SISPFA -, e divergindo, parcialmente, do Parecer do Órgão Ministerial, - quanto à sugestão de inclusão da matéria no âmbito do Plano de Fiscalização AnuaL (PFA) -, ACORDAM os Conselheiros, nos termos do voto proferido pelo Conselheiro Relator, julgar pelo reconhecimento da incidência do Instituto da Prescrição Intercorrente sobre a pretensão punitiva e ressarcitória, nos termos do artigo 111, parágrafo único, da Lei Complementar Estadual nº 464/2012, com o consequente arquivamento dos presentes autos.

Ainda, no sentido de que se recomende à Secretaria de Controle Externo – SECEX desta Corte de Contas, que adote procedimentos com vistas a impedir a consumação de prescrição nas Unidades Técnicas a ela vinculadas.
",[],"[(381, 875, 'RECOMENDACAO')]",False
330,"Vistos, relatados e discutidos estes autos, em consonância com o Corpo Técnico da DAP e o Ministério Público de Contas, com fulcro nos fundamentos jurídicos dantes explanados, ACORDAM os Conselheiros, nos termos do voto proferido pelo Conselheiro Relator, julgar:

a)	pela APLICAÇÃO DE MULTA no valor de R$1.000,00 (mil reais) para o então gestor responsável, à época dos fatos, pelo Instituto de Previdência dos Servidores do Estado do Rio Grande do Norte - IPERN,  senhor Nereu Batista Linhares, nos termos do artigo 107, inciso II, alínea “f”, da Lei Complementar Estadual nº 464/2012 c/c o artigo 323, inciso II, alínea `f`, do Novel Regimento Interno desta Casa, em virtude do descumprimento de determinação do Tribunal (Decisão Monocrática nº 2480/2020-TC), concernente ao envio do processo de pensão por morte ao Tribunal de Contas. 

b)	pela INTIMAÇÃO da referida autoridade competente nominada, a fim de que tome conhecimento desta decisão e, se for o caso, apresente recurso no prazo regimental. 

c)	pela RENOVAÇÃO DA DETERMINAÇÃO constante na decisão retro, estipulando o prazo de 30 (trinta) dias, após o trânsito em julgado, para que o Instituto de Previdência dos Servidores do Estado do Rio Grande do Norte - IPERN, no seu atual gestor, estipulando o prazo de 30 (trinta) dias, providencie a remessa do respectivo processo de pensão por morte a esta Corte de Contas para análise do feito, tendo como dependente habilitado o senhor Jorge Luiz de Medeiros, sob pena da aplicação de multa diária ao gestor público responsável, nos termos do artigo 110, da Lei Complementar Estadual nº 464/2012.","[(286, 839, 'MULTA_FIXA'), (1029, 1607, 'OBRIGACAO_MULTA')]","[(66, 522, 'MULTA_FIXA'), (612, 1057, 'OBRIGACAO_MULTA')]",False
333,"Vistos, relatados e discutidos estes autos, em concordância total com a Unidade Instrutiva da DAM via Informação Técnica conclusiva e com o entendimento do Ministério Público de Contas, ACORDAM os Conselheiros, nos termos do voto proferido pelo Conselheiro Relator, julgar pelo reconhecimento da ocorrência da prescrição quinquenal da pretensão punitiva por parte desta Corte de Contas e pelo consequente arquivamento do feito, nos termos do art. 111, caput, da Lei Complementar nº 464/2012. 

Ainda no sentido de que se recomende à Secretaria de Controle Externo – SECEX desta Corte de Contas, que adote procedimentos com vistas a impedir a consumação de prescrição nas Unidades Técnicas a ela vinculadas. 

Por fim, não estando presentes quaisquer das hipóteses do art. 47, parágrafo único, da LCE nº 464/2012, resta desnecessária qualquer intimação postal, sendo suficiente a publicação do Acórdão respectivo no Diário Oficial eletrônico desta Corte. ","[(521, 706, 'RECOMENDACAO')]",[],False
334,"Vistos, relatados e discutidos estes autos,  em discordando do Corpo Técnico da DAM quanto ao direcionamento do feito e em consonância total com o entendimento do Ministério Público de Contas, tratando-se de matéria de ordem pública, ACORDAM os Conselheiros, nos termos do voto proferido pelo Conselheiro Relator, julgar pelo reconhecimento da ocorrência da prescrição quinquenal da pretensão punitiva e ressarcitória por parte desta Corte de Contas e pelo consequente arquivamento do feito, nos termos do art. 111, caput, da Lei Complementar nº 464/2012.

Recomendar a Secretaria de Controle Externo – SECEX desta Corte de Contas, que adote procedimentos com vistas a impedir a consumação de prescrição nas Unidades Técnicas a ela vinculadas. 

Enviar cópia dos autos ao Ministério Público Estadual, para conhecimento e atuação no âmbito de sua competência. 

Por fim, não estando presentes quaisquer das hipóteses do art. 47, parágrafo único, da LCE nº 464/2012, resta desnecessária qualquer intimação postal, sendo suficiente a publicação do Acórdão respectivo no Diário Oficial eletrônico desta Corte. ","[(557, 744, 'RECOMENDACAO')]",[],False
338,"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, acatando o pronunciamento do Corpo Técnico da DAP e do Ministério Público Especial, acolhendo integralmente o voto do Conselheiro Relator, julgar

a) pela DENEGAÇÃO do registro do ato concessivo de aposentadoria em foco, nos termos do artigo 53, inciso III, da Constituição Estadual e do artigo 1º, inciso III, da Lei Complementar nº 464/2012, visto que ainda persistem irregularidades nos autos, com relação a ausência de documentos essenciais a análise do pleito, as quais maculam a aprovação da matéria;

b) pela INTIMAÇÃO do Fundo de Seguridade Social de Macau - MACAUPREV, assim como do interessado, o senhor Francisco Sales Silva de Santana, a fim de que tomem conhecimento desta Decisão e, se for o caso, apresentem recurso no prazo regimental;

c) Pela DETERMINAÇÃO ao órgão previdenciário, no seu atual gestor, após o trânsito em julgado, no prazo de 30 (trinta) dias, para que regularize a situação noticiada nos autos, sob pena de sanção pecuniária prevista no
artigo 107, inciso II, alínea `f`, da Lei Complementar Estadual nº 464/2012","[(833, 1119, 'OBRIGACAO_MULTA')]","[(594, 822, 'OBRIGACAO_MULTA')]",False
339,"Vistos, relatados e discutidos estes autos, em harmonia com o entendimento do Corpo Técnico da DAP e o pronunciamento do Ministério Público de Contas, com fulcro nos fundamentos jurídicos dantes explanados, ACORDAM os Conselheiros, nos termos do voto proferido pelo Conselheiro Relator, julgar: 
A. pela DENEGAÇÃO DO ATO DE ADMISSÃO em apreço, nos termos do artigo 71, inciso III, da Constituição Federal, artigo 53, inciso III, da Constituição Estadual e artigo 1º, inciso III, da Lei Complementar Estadual nº 464/2012, em virtude da ausência do envio de documentação essencial a instrução processual, a qual é de responsabilidade da administração municipal, porém de regularidade própria do interessado, pontuada no relatório desse voto, afastando a possibilidade da aplicação do Enunciado da Súmula nº 26-TCE;
B. pela APLICAÇÃO DE MULTA no valor de R$1.000,00 (mil reais) para o então gestor responsável pela Prefeitura Municipal de Vera Cruz, à época dos fatos, o senhor Marcos Antônio Cabral, nos termos do artigo 107, inciso II, alínea “e”, da Lei Complementar Estadual nº 464/2012 c/c o artigo 323, inciso II, alínea `e`, do Novel Regimento Interno desta Casa, em virtude do descumprimento de diligência determinada pelo Tribunal; 
C. pela  INTIMAÇÃO da referida autoridade competente nominada, a fim de que tome conhecimento desta decisão, bem como o interessado, o senhor Whiwata Barbosa de Araújo  e, se for o caso, apresentem recurso no prazo regimental.  ","[(834, 1237, 'MULTA_FIXA')]","[(476, 811, 'MULTA_FIXA')]",False
340,"Vistos, relatados e discutidos estes autos, acatando  o pronunciamento do Corpo Técnico da DAP e do Ministério Público Especial, com fulcro nos fundamentos jurídicos dantes explanados, ACORDAM os Conselheiros, nos termos do voto proferido pelo Conselheiro Relator, julgar:
a)	pela APLICAÇÃO DE MULTA no valor de R$1.000,00 (mil reais) para o então gestor responsável, à época dos fatos, pelo Instituto de Previdência dos Servidores do Estado do Rio Grande do Norte - IPERN,  senhor Nereu Batista Linhares, nos termos do artigo 107, inciso II, alínea “f”, da Lei Complementar Estadual nº 464/2012 c/c o artigo 323, inciso II, alínea `f`, do Novel Regimento Interno desta Casa, em virtude do descumprimento de determinação do Tribunal (Decisão nº 1217/2020-TC). 
b)	pela INTIMAÇÃO da referida autoridade competente nominada, a fim de que tome conhecimento desta decisão e, se for o caso, apresente recurso no prazo regimental. 
c)	pela RENOVAÇÃO DA DETERMINAÇÃO constante na decisão retro, estipulando o prazo de 30 (trinta) dias úteis, após o trânsito em julgado, para que o IPERN, no seu atual gestor, no uso de suas atribuições, regularize a situação noticiada nos autos, pontuada na fundamentação deste voto, sob pena de imputação de sanção pecuniária, nos termos do artigo 110, da Lei Complementar Estadual 464/2012.
d)	Por fim, esclarecendo ao órgão de origem que a denegação ora declarada não enseja a suspensão do pagamento dos proventos de aposentadoria da interessada, mas tão somente demanda a sua correção consoante as determinações expostas anteriormente neste voto. ","[(294, 759, 'MULTA_FIXA'), (947, 1319, 'OBRIGACAO_MULTA')]","[(90, 481, 'MULTA_FIXA'), (677, 978, 'OBRIGACAO_MULTA')]",False
341,"Vistos, relatados e discutidos estes autos, acatando  o pronunciamento do Corpo Técnico da DAP e do Ministério Público Especial, com fulcro nos fundamentos jurídicos dantes explanados, ACORDAM os Conselheiros, nos termos do voto proferido pelo Conselheiro Relator, julgar:
a)	pela APLICAÇÃO DE MULTA no valor de R$1.000,00 (mil reais) para o então gestor responsável, à época dos fatos, pelo Instituto de Previdência dos Servidores do Estado do Rio Grande do Norte - IPERN,  senhor Nereu Batista Linhares, nos termos do artigo 107, inciso II, alínea “f”, da Lei Complementar Estadual nº 464/2012 c/c o artigo 323, inciso II, alínea `f`, do Novel Regimento Interno desta Casa, em virtude do descumprimento de determinação do Tribunal (Decisão nº 1439/2020-TC). 
b)	pela INTIMAÇÃO da referida autoridade competente nominada, a fim de que tome conhecimento desta decisão e, se for o caso, apresente recurso no prazo regimental. 
c)	pela RENOVAÇÃO DA DETERMINAÇÃO constante na decisão retro, estipulando o prazo de 30 (trinta) dias úteis, após o trânsito em julgado, para que o IPERN, no seu atual gestor, no uso de suas atribuições, regularize a situação noticiada nos autos, pontuada na fundamentação deste voto, sob pena de imputação de sanção pecuniária, nos termos do artigo 110, da Lei Complementar Estadual 464/2012.
d)	Por fim, esclarecendo ao órgão de origem que a denegação ora declarada não enseja a suspensão do pagamento dos proventos de aposentadoria da interessada, mas tão somente demanda a sua correção consoante as determinações expostas anteriormente neste voto.","[(294, 759, 'MULTA_FIXA'), (947, 1319, 'OBRIGACAO_MULTA')]","[(100, 449, 'MULTA_FIXA'), (511, 843, 'OBRIGACAO_MULTA')]",False
342,"Vistos, relatados e discutidos estes autos, acatando o pronunciamento do Corpo Técnico da DAP e do Ministério Público Especial, com fulcro nos fundamentos jurídicos dantes explanados, ACORDAM os Conselheiros, nos termos do voto proferido pelo Conselheiro Relator, julgar:

a)	pela APLICAÇÃO DE MULTA no valor de R$1.000,00 (mil reais) para o então gestor responsável, à época dos fatos, pelo Instituto de Previdência dos Servidores do Estado do Rio Grande do Norte - IPERN,  senhor Nereu Batista Linhares, nos termos do artigo 107, inciso II, alínea “f”, da Lei Complementar Estadual nº 464/2012 c/c o artigo 323, inciso II, alínea `f`, do Novel Regimento Interno desta Casa, em virtude do descumprimento de determinação do Tribunal (Decisão nº 960/2020-TC).
 
b)	pela INTIMAÇÃO da referida autoridade competente nominada, a fim de que tome conhecimento desta decisão e, se for o caso, apresente recurso no prazo regimental. 

c)	pela RENOVAÇÃO DA DETERMINAÇÃO constante na decisão retro, estipulando o prazo de 30 (trinta) dias úteis, após o trânsito em julgado, para que o IPERN, no seu atual gestor, no uso de suas atribuições, regularize a situação noticiada nos autos, pontuada na fundamentação deste voto, sob pena de imputação de sanção pecuniária, nos termos do artigo 110, da Lei Complementar Estadual 464/2012.

d)	Por fim, esclarecendo ao órgão de origem que a denegação ora declarada não enseja a suspensão do pagamento dos proventos de aposentadoria da interessada, mas tão somente demanda a sua correção consoante as determinações expostas anteriormente neste voto.
","[(294, 758, 'MULTA_FIXA'), (948, 1320, 'OBRIGACAO_MULTA')]","[(91, 491, 'MULTA_FIXA'), (586, 1078, 'OBRIGACAO_MULTA')]",False
343,"Vistos, relatados e discutidos estes autos, acatando o entendimento do Corpo Técnico da DAP e do Ministério Público Especial, com fulcro nos fundamentos jurídicos dantes explanados, ACORDAM os Conselheiros, nos termos do voto proferido pelo Conselheiro Relator, julgar: 

a)	pela APLICAÇÃO DE MULTA no valor de R$1.000,00 (mil reais) para o então gestor responsável, à época dos fatos, pelo Instituto de Previdência dos Servidores do Estado do Rio Grande do Norte - IPERN,  senhor Nereu Batista Linhares, nos termos do artigo 107, inciso II, alínea “f”, da Lei Complementar Estadual nº 464/2012 c/c o artigo 323, inciso II, alínea `f`, do Novel Regimento Interno desta Casa, em virtude do descumprimento de determinação do Tribunal (Decisão nº 927/2020-TC).

b)	pela INTIMAÇÃO da referida autoridade competente nominada, a fim de que tome conhecimento desta decisão e, se for o caso, apresente recurso no prazo regimental. 

c)	pela RENOVAÇÃO DA DETERMINAÇÃO constante na decisão retro, estipulando o prazo de 30 (trinta) dias úteis, após o trânsito em julgado, para que o IPERN, no seu atual gestor, no uso de suas atribuições, regularize a situação noticiada nos autos, pontuada na fundamentação deste voto, sob pena de imputação de sanção pecuniária, nos termos do artigo 110, da Lei Complementar Estadual 464/2012.

d)	Por fim, esclarecem ao órgão de origem que a denegação ora declarada não enseja a suspensão do pagamento dos proventos de aposentadoria da interessada, mas tão somente demanda a sua correção consoante as determinações expostas anteriormente neste voto. ","[(293, 757, 'MULTA_FIXA'), (946, 1318, 'OBRIGACAO_MULTA')]","[(177, 559, 'MULTA_FIXA'), (577, 1036, 'OBRIGACAO_MULTA')]",False
344,"Vistos, relatados e discutidos estes autos, acatando o pronunciamento do Corpo Técnico da DAP e do Ministério Público Especial, com fulcro nos fundamentos jurídicos dantes explanados, ACORDAM os Conselheiros, nos termos do voto proferido pelo Conselheiro Relator, julgar: 
a)	pela APLICAÇÃO DE MULTA no valor de R$1.000,00 (mil reais) para o então gestor responsável, à época dos fatos, pelo Instituto de Previdência dos Servidores do Estado do Rio Grande do Norte - IPERN,  senhor Nereu Batista Linhares, nos termos do artigo 107, inciso II, alínea “f”, da Lei Complementar Estadual nº 464/2012 c/c o artigo 323, inciso II, alínea `f`, do Novel Regimento Interno desta Casa, em virtude do descumprimento de determinação do Tribunal (Decisão nº 944/2020-TC). 
b)	pela INTIMAÇÃO da referida autoridade competente nominada, a fim de que tome conhecimento desta decisão e, se for o caso, apresente recurso no prazo regimental. 
c)	pela RENOVAÇÃO DA DETERMINAÇÃO constante na decisão retro, estipulando o prazo de 30 (trinta) dias úteis, após o trânsito em julgado, para que o IPERN, no seu atual gestor, no uso de suas atribuições, regularize a situação noticiada nos autos, pontuada na fundamentação deste voto, sob pena de imputação de sanção pecuniária, nos termos do artigo 110, da Lei Complementar Estadual 464/2012. 
d)	Por fim, esclarecem ao órgão de origem que a denegação ora declarada não enseja a suspensão do pagamento dos proventos de aposentadoria da interessada, mas tão somente demanda a sua correção consoante as determinações expostas anteriormente neste voto.","[(294, 758, 'MULTA_FIXA'), (946, 1318, 'OBRIGACAO_MULTA')]","[(122, 474, 'MULTA_FIXA'), (636, 958, 'OBRIGACAO_MULTA')]",False
345,"Vistos, relatados e discutidos estes autos, acatando o pronunciamento do Corpo Técnico da DAP e do Ministério Público Especial, com fulcro nos fundamentos jurídicos dantes explanados, ACORDAM os Conselheiros, nos termos do voto proferido pelo Conselheiro Relator, julgar: 
a)	pela APLICAÇÃO DE MULTA no valor de R$1.000,00 (mil reais) para o então gestor responsável, à época dos fatos, pelo Instituto de Previdência dos Servidores do Estado do Rio Grande do Norte - IPERN,  senhor Nereu Batista Linhares, nos termos do artigo 107, inciso II, alínea “f”, da Lei Complementar Estadual nº 464/2012 c/c o artigo 323, inciso II, alínea `f`, do Novel Regimento Interno desta Casa, em virtude do descumprimento de determinação do Tribunal (Decisão nº 1565/2020-TC). 
b)	pela INTIMAÇÃO da referida autoridade competente nominada, a fim de que tome conhecimento desta decisão e, se for o caso, apresente recurso no prazo regimental. 
c)	pela RENOVAÇÃO DA DETERMINAÇÃO constante na decisão retro, estipulando o prazo de 30 (trinta) dias úteis, após o trânsito em julgado, para que o IPERN, no seu atual gestor, no uso de suas atribuições, regularize a situação noticiada nos autos, pontuada na fundamentação deste voto, sob pena de imputação de sanção pecuniária, nos termos do artigo 110, da Lei Complementar Estadual 464/2012.
d)	Por fim, esclarecem ao órgão de origem que a denegação ora declarada não enseja a suspensão do pagamento dos proventos de aposentadoria da interessada, mas tão somente demanda a sua correção consoante as determinações expostas anteriormente neste voto. ","[(294, 759, 'MULTA_FIXA'), (947, 1319, 'OBRIGACAO_MULTA')]","[(85, 504, 'MULTA_FIXA'), (676, 1024, 'OBRIGACAO_MULTA')]",False
