kind,label,iou,pred_label
exact,OBRIGACAO,0.9662337662337662,
FP,OBRIGACAO,0.0,
FP,OBRIGACAO,0.0,
exact,RECOMENDACAO,1.0,
exact,RECOMENDACAO,0.9945945945945946,
boundary,RECOMENDACAO,0.010362694300518135,RECOMENDACAO
exact,MULTA,0.9978494623655914,
exact,OBRIGACAO,0.9648648648648649,
exact,MULTA,0.9376623376623376,
exact,RECOMENDACAO,0.9635416666666666,
boundary,OBRIGACAO,0.1780515117581187,MULTA
exact,OBRIGACAO,0.9458544839255499,
FN,MULTA,0.0,
FN,OBRIGACAO,0.0,
FN,MULTA,0.0,
FN,OBRIGACAO,0.0,
FN,MULTA,0.0,
FN,OBRIGACAO,0.0,
FN,MULTA,0.0,
FN,OBRIGACAO,0.0,
FN,MULTA,0.0,
exact,MULTA,0.7053469852104665,
exact,MULTA,0.9917864476386037,
FN,MULTA,0.0,
exact,MULTA,0.9686192468619247,
exact,OBRIGACAO,0.9494584837545126,
exact,MULTA,0.9807692307692307,
exact,OBRIGACAO,0.9662337662337662,
FP,OBRIGACAO,0.0,
FN,RECOMENDACAO,0.0,
exact,MULTA,0.9543568464730291,
exact,OBRIGACAO,0.9662337662337662,
exact,MULTA,0.9748427672955975,
exact,OBRIGACAO,0.9648648648648649,
exact,MULTA,0.8861788617886179,
exact,OBRIGACAO,0.9528985507246377,
exact,OBRIGACAO,1.0,
exact,OBRIGACAO,1.0,
FP,RECOMENDACAO,0.0,
FP,RECOMENDACAO,0.0,
FN,RECOMENDACAO,0.0,
FP,RECOMENDACAO,0.0,
exact,MULTA,0.5481171548117155,
exact,RECOMENDACAO,1.0,
FN,MULTA,0.0,
FP,RECOMENDACAO,0.0,
FN,OBRIGACAO,0.0,
FN,OBRIGACAO,0.0,
exact,RECOMENDACAO,1.0,
exact,RECOMENDACAO,0.6842105263157895,
FN,RECOMENDACAO,0.0,
FN,OBRIGACAO,0.0,
FN,OBRIGACAO,0.0,
FP,OBRIGACAO,0.0,
exact,OBRIGACAO,0.8333333333333334,
exact,OBRIGACAO,0.710298363811357,
exact,OBRIGACAO,0.7854227405247813,
exact,RECOMENDACAO,0.9971910112359551,
exact,RECOMENDACAO,0.9976905311778291,
FN,OBRIGACAO,0.0,
FN,OBRIGACAO,0.0,
exact,MULTA,0.9964912280701754,
exact,MULTA,0.9967213114754099,
exact,MULTA,0.9961977186311787,
exact,MULTA,0.9953703703703703,
exact,MULTA,0.9940298507462687,
exact,MULTA,0.995260663507109,
boundary,MULTA,0.39019607843137255,MULTA
FN,MULTA,0.0,
FN,MULTA,0.0,
boundary,MULTA,0.11940298507462686,MULTA
boundary,OBRIGACAO,0.16852540272614622,OBRIGACAO
boundary,OBRIGACAO,0.22135007849293564,OBRIGACAO
exact,MULTA,0.9963898916967509,
exact,OBRIGACAO,0.7817919075144508,
exact,OBRIGACAO,0.8775252525252525,
exact,OBRIGACAO,0.9559748427672956,
exact,OBRIGACAO,0.8559046587215602,
exact,OBRIGACAO,0.9875,
exact,OBRIGACAO,0.9679358717434869,
exact,OBRIGACAO,0.898186889818689,
FN,OBRIGACAO,0.0,
FN,OBRIGACAO,0.0,
exact,MULTA,0.8545454545454545,
exact,MULTA,0.995475113122172,
exact,MULTA,1.0,
exact,MULTA,0.997134670487106,
FN,RECOMENDACAO,0.0,
exact,MULTA,0.9974874371859297,
exact,MULTA,0.9974424552429667,
exact,RECOMENDACAO,0.9921875,
FN,OBRIGACAO,0.0,
FN,OBRIGACAO,0.0,
FN,OBRIGACAO,0.0,
exact,RECOMENDACAO,0.9540229885057471,
exact,RECOMENDACAO,0.6653386454183267,
FN,RECOMENDACAO,0.0,
FN,OBRIGACAO,0.0,
FN,OBRIGACAO,0.0,
FN,OBRIGACAO,0.0,
FP,RECOMENDACAO,0.0,
FN,OBRIGACAO,0.0,
FN,OBRIGACAO,0.0,
FN,OBRIGACAO,0.0,
boundary,RESSARCIMENTO,0.25333333333333335,MULTA
exact,MULTA,0.6443569553805775,
boundary,MULTA,0.2952789699570815,MULTA
exact,RESSARCIMENTO,0.6642066420664207,
FN,MULTA,0.0,
FN,OBRIGACAO,0.0,
boundary,OBRIGACAO,0.34887218045112783,MULTA
exact,OBRIGACAO,0.5984962406015037,
boundary,OBRIGACAO,0.3569230769230769,MULTA
boundary,OBRIGACAO,0.49538461538461537,OBRIGACAO
FP,RECOMENDACAO,0.0,
exact,RECOMENDACAO,0.9570957095709571,
exact,RECOMENDACAO,0.9534246575342465,
exact,RECOMENDACAO,0.9483870967741935,
FP,OBRIGACAO,0.0,
FP,OBRIGACAO,0.0,
FP,OBRIGACAO,0.0,
exact,OBRIGACAO,0.9909208819714657,
exact,MULTA,0.8154761904761905,
FN,MULTA,0.0,
boundary,MULTA,0.13176777560339203,MULTA
FN,MULTA,0.0,
FP,MULTA,0.0,
FN,MULTA,0.0,
FN,MULTA,0.0,
exact,MULTA,0.9009009009009009,
FP,OBRIGACAO,0.0,
boundary,OBRIGACAO,0.4710820895522388,OBRIGACAO
FP,OBRIGACAO,0.0,
FN,OBRIGACAO,0.0,
exact,MULTA,0.8962765957446809,
exact,MULTA,0.5386996904024768,
exact,OBRIGACAO,0.8733509234828496,
exact,OBRIGACAO,0.9354838709677419,
exact,OBRIGACAO,0.9601990049751243,
exact,RECOMENDACAO,0.9970149253731343,
exact,MULTA,0.5331599479843954,
exact,OBRIGACAO,0.8055555555555556,
FN,MULTA,0.0,
FN,MULTA,0.0,
FN,OBRIGACAO,0.0,
boundary,RECOMENDACAO,0.3129251700680272,RECOMENDACAO
FN,OBRIGACAO,0.0,
exact,MULTA,0.9492753623188406,
exact,RECOMENDACAO,0.9588607594936709,
FP,OBRIGACAO,0.0,
exact,MULTA,0.9973890339425587,
exact,OBRIGACAO,0.9259259259259259,
exact,OBRIGACAO,0.8664021164021164,
exact,MULTA,0.9967948717948718,
exact,RECOMENDACAO,1.0,
exact,MULTA,0.7309644670050761,
exact,RECOMENDACAO,0.9964285714285714,
exact,RECOMENDACAO,0.9025210084033614,
exact,MULTA,0.7552447552447552,
FN,MULTA,0.0,
exact,OBRIGACAO,0.9310897435897436,
FN,OBRIGACAO,0.0,
FP,RECOMENDACAO,0.0,
FP,RECOMENDACAO,0.0,
FN,RECOMENDACAO,0.0,
FP,OBRIGACAO,0.0,
FP,RECOMENDACAO,0.0,
exact,MULTA,0.9962121212121212,
FP,MULTA,0.0,
FP,RECOMENDACAO,0.0,
exact,MULTA,0.996078431372549,
FP,OBRIGACAO,0.0,
FP,OBRIGACAO,0.0,
exact,RECOMENDACAO,1.0,
exact,MULTA,0.8754208754208754,
FP,MULTA,0.0,
FP,MULTA,0.0,
FP,RECOMENDACAO,0.0,
FN,OBRIGACAO,0.0,
FN,OBRIGACAO,0.0,
FN,OBRIGACAO,0.0,
exact,RECOMENDACAO,0.9967637540453075,
FP,RECOMENDACAO,0.0,
exact,MULTA,0.7254901960784313,
exact,RECOMENDACAO,0.9967637540453075,
FP,RECOMENDACAO,0.0,
exact,RECOMENDACAO,0.9975845410628019,
boundary,MULTA,0.006802721088435374,MULTA
exact,MULTA,0.9010416666666666,
exact,RESSARCIMENTO,0.9499389499389499,
exact,OBRIGACAO,0.9975786924939467,
boundary,RESSARCIMENTO,0.27091633466135456,MULTA
boundary,RESSARCIMENTO,0.18631178707224336,RESSARCIMENTO
FN,RESSARCIMENTO,0.0,
FN,OBRIGACAO,0.0,
FN,OBRIGACAO,0.0,
exact,OBRIGACAO,0.7740384615384616,
boundary,MULTA,0.2789473684210526,MULTA
exact,RESSARCIMENTO,0.7383512544802867,
exact,RESSARCIMENTO,0.7459016393442623,
exact,MULTA,0.9977628635346756,
exact,RESSARCIMENTO,0.9038461538461539,
exact,RESSARCIMENTO,0.816414686825054,
FN,RESSARCIMENTO,0.0,
exact,MULTA,0.9953051643192489,
exact,RESSARCIMENTO,0.8823529411764706,
exact,RECOMENDACAO,1.0,
exact,MULTA,0.9955947136563876,
boundary,RESSARCIMENTO,0.41263940520446096,RESSARCIMENTO
exact,RESSARCIMENTO,0.7554179566563467,
boundary,RESSARCIMENTO,0.3867403314917127,MULTA
boundary,RESSARCIMENTO,0.4312796208530806,RESSARCIMENTO
exact,RESSARCIMENTO,0.8343949044585988,
boundary,MULTA,0.24628450106157113,MULTA
boundary,MULTA,0.4776536312849162,MULTA
type_error,RESSARCIMENTO,0.7,MULTA
boundary,MULTA,0.31092436974789917,MULTA
exact,MULTA,0.5088757396449705,
exact,MULTA,0.5457875457875457,
FN,MULTA,0.0,
FN,MULTA,0.0,
exact,MULTA,0.9967213114754099,
exact,MULTA,0.994413407821229,
exact,RESSARCIMENTO,0.9896907216494846,
exact,MULTA,0.9958847736625515,
exact,MULTA,0.8477366255144033,
exact,MULTA,0.994413407821229,
exact,RESSARCIMENTO,0.9966887417218543,
FN,MULTA,0.0,
exact,MULTA,0.9955156950672646,
exact,MULTA,0.9960474308300395,
exact,MULTA,0.99581589958159,
exact,MULTA,0.9961977186311787,
exact,MULTA,0.9957627118644068,
exact,MULTA,0.8559322033898306,
exact,RESSARCIMENTO,0.996996996996997,
FN,MULTA,0.0,
exact,RESSARCIMENTO,0.7181964573268921,
exact,MULTA,0.6042296072507553,
exact,RESSARCIMENTO,0.9968152866242038,
exact,RESSARCIMENTO,0.9970149253731343,
boundary,RESSARCIMENTO,0.4954128440366973,MULTA
exact,MULTA,0.9678899082568807,
exact,RESSARCIMENTO,0.9954128440366973,
exact,MULTA,0.9964028776978417,
exact,MULTA,0.9967741935483871,
exact,MULTA,1.0,
exact,MULTA,0.9944444444444445,
exact,RESSARCIMENTO,0.9969325153374233,
exact,MULTA,0.99609375,
exact,MULTA,0.9967741935483871,
exact,MULTA,1.0,
FP,MULTA,0.0,
exact,RESSARCIMENTO,0.9903225806451613,
boundary,RESSARCIMENTO,0.44072948328267475,RESSARCIMENTO
FN,MULTA,0.0,
exact,MULTA,0.9914529914529915,
exact,RESSARCIMENTO,0.8864406779661017,
boundary,RESSARCIMENTO,0.43414634146341463,RESSARCIMENTO
exact,MULTA,0.5428571428571428,
exact,MULTA,0.9391891891891891,
exact,RESSARCIMENTO,0.7777777777777778,
exact,OBRIGACAO,0.9971830985915493,
boundary,MULTA,0.4846938775510204,MULTA
boundary,RESSARCIMENTO,0.4312267657992565,RESSARCIMENTO
boundary,MULTA,0.22975929978118162,OBRIGACAO
exact,MULTA,0.9890909090909091,
exact,MULTA,0.9903846153846154,
exact,MULTA,0.9877049180327869,
exact,MULTA,0.9944444444444445,
exact,RESSARCIMENTO,0.9896907216494846,
FN,RESSARCIMENTO,0.0,
exact,MULTA,0.9084967320261438,
exact,RESSARCIMENTO,0.7208121827411168,
exact,MULTA,0.9927007299270073,
exact,RESSARCIMENTO,0.7844827586206896,
FN,RESSARCIMENTO,0.0,
FN,MULTA,0.0,
boundary,RESSARCIMENTO,0.21052631578947367,MULTA
boundary,RESSARCIMENTO,0.24705882352941178,RESSARCIMENTO
exact,RESSARCIMENTO,0.6829268292682927,
exact,MULTA,0.9910979228486647,
exact,MULTA,0.9941176470588236,
exact,RESSARCIMENTO,0.9967532467532467,
exact,MULTA,0.9969230769230769,
exact,MULTA,0.9944444444444445,
exact,MULTA,0.8823529411764706,
exact,RESSARCIMENTO,0.9965753424657534,
FN,MULTA,0.0,
exact,MULTA,0.62125,
boundary,MULTA,0.4445438282647585,MULTA
exact,RESSARCIMENTO,0.9971098265895953,
FP,OBRIGACAO,0.0,
FP,OBRIGACAO,0.0,
FP,OBRIGACAO,0.0,
boundary,MULTA,0.2655935613682093,RECOMENDACAO
FN,MULTA,0.0,
FN,MULTA,0.0,
FN,MULTA,0.0,
FN,MULTA,0.0,
FN,MULTA,0.0,
FN,MULTA,0.0,
FN,RESSARCIMENTO,0.0,
FN,RESSARCIMENTO,0.0,
exact,RESSARCIMENTO,0.8260869565217391,
exact,RESSARCIMENTO,0.5938375350140056,
exact,MULTA,0.9906542056074766,
exact,RESSARCIMENTO,0.6648936170212766,
boundary,RESSARCIMENTO,0.20418848167539266,MULTA
boundary,RESSARCIMENTO,0.36649214659685864,MULTA
exact,MULTA,0.9651162790697675,
exact,MULTA,0.6086956521739131,
exact,MULTA,0.7122302158273381,
exact,MULTA,0.9523809523809523,
exact,MULTA,0.9803921568627451,
exact,MULTA,0.6842105263157895,
FP,RESSARCIMENTO,0.0,
boundary,RESSARCIMENTO,0.4132841328413284,RESSARCIMENTO
boundary,RESSARCIMENTO,0.2642857142857143,RESSARCIMENTO
type_error,MULTA,0.5088757396449705,RESSARCIMENTO
FN,RESSARCIMENTO,0.0,
FN,MULTA,0.0,
FN,RESSARCIMENTO,0.0,
FN,MULTA,0.0,
FN,MULTA,0.0,
exact,MULTA,0.9975,
exact,MULTA,0.9959514170040485,
exact,MULTA,0.9967948717948718,
exact,RESSARCIMENTO,0.993421052631579,
exact,MULTA,1.0,
exact,RESSARCIMENTO,0.6818181818181818,
exact,MULTA,0.92,
exact,MULTA,0.7074235807860262,
exact,RESSARCIMENTO,0.9939393939393939,
FN,MULTA,0.0,
exact,MULTA,0.9939024390243902,
exact,RESSARCIMENTO,0.8138297872340425,
exact,MULTA,0.5668449197860963,
exact,MULTA,0.9941520467836257,
exact,MULTA,0.8181818181818182,
exact,MULTA,0.8523809523809524,
exact,RESSARCIMENTO,0.9146341463414634,
exact,RESSARCIMENTO,0.9236641221374046,
type_error,MULTA,0.5254237288135594,OBRIGACAO
FP,OBRIGACAO,0.0,
exact,RECOMENDACAO,0.9975186104218362,
FN,MULTA,0.0,
exact,MULTA,0.9752066115702479,
type_error,RESSARCIMENTO,0.6793893129770993,MULTA
boundary,RESSARCIMENTO,0.21820303383897316,RESSARCIMENTO
FP,RECOMENDACAO,0.0,
exact,MULTA,1.0,
exact,RESSARCIMENTO,0.8478260869565217,
exact,MULTA,0.9473684210526315,
exact,MULTA,0.9976689976689976,
exact,RESSARCIMENTO,0.7286995515695067,
FP,RESSARCIMENTO,0.0,
exact,MULTA,0.5393053016453382,
exact,MULTA,0.8441558441558441,
FN,MULTA,0.0,
exact,RESSARCIMENTO,0.7709790209790209,
boundary,RESSARCIMENTO,0.28421052631578947,MULTA
exact,RESSARCIMENTO,0.5526315789473685,
exact,MULTA,0.535181236673774,
boundary,RESSARCIMENTO,0.27533460803059273,MULTA
exact,RESSARCIMENTO,0.6252390057361377,
boundary,RESSARCIMENTO,0.21482602118003025,MULTA
boundary,RESSARCIMENTO,0.21029411764705883,RESSARCIMENTO
FN,RESSARCIMENTO,0.0,
