kind,label,iou,pred_label
exact,OBRIGACAO,0.9672131147540983,
exact,MULTA,0.974025974025974,
exact,OBRIGACAO,0.9666666666666667,
exact,MULTA,0.974025974025974,
exact,OBRIGACAO,0.9545454545454546,
exact,OBRIGACAO,1.0,
exact,OBRIGACAO,1.0,
FP,RECOMENDACAO,0.0,
FP,RECOMENDACAO,0.0,
exact,RECOMENDACAO,1.0,
FP,RECOMENDACAO,0.0,
exact,MULTA,0.696969696969697,
exact,RECOMENDACAO,1.0,
FP,RECOMENDACAO,0.0,
FN,OBRIGACAO,0.0,
FN,OBRIGACAO,0.0,
exact,RECOMENDACAO,1.0,
exact,RECOMENDACAO,0.7027027027027027,
FN,RECOMENDACAO,0.0,
FN,OBRIGACAO,0.0,
FN,OBRIGACAO,0.0,
FP,OBRIGACAO,0.0,
exact,OBRIGACAO,1.0,
boundary,OBRIGACAO,0.30985915492957744,OBRIGACAO
boundary,OBRIGACAO,0.4375,OBRIGACAO
exact,OBRIGACAO,0.9186991869918699,
exact,RECOMENDACAO,1.0,
exact,RECOMENDACAO,1.0,
exact,MULTA,1.0,
exact,MULTA,1.0,
exact,MULTA,1.0,
exact,MULTA,1.0,
exact,MULTA,1.0,
exact,MULTA,1.0,
boundary,MULTA,0.39655172413793105,MULTA
FN,MULTA,0.0,
FN,MULTA,0.0,
exact,MULTA,1.0,
boundary,OBRIGACAO,0.3076923076923077,OBRIGACAO
boundary,OBRIGACAO,0.43548387096774194,OBRIGACAO
boundary,OBRIGACAO,0.46774193548387094,OBRIGACAO
exact,MULTA,1.0,
exact,OBRIGACAO,0.7894736842105263,
boundary,OBRIGACAO,0.3888888888888889,OBRIGACAO
exact,OBRIGACAO,0.9607843137254902,
exact,OBRIGACAO,0.5086705202312138,
exact,OBRIGACAO,0.773109243697479,
exact,OBRIGACAO,0.7117117117117117,
boundary,OBRIGACAO,0.336283185840708,OBRIGACAO
FN,OBRIGACAO,0.0,
FN,OBRIGACAO,0.0,
FN,OBRIGACAO,0.0,
exact,MULTA,0.8833333333333333,
exact,MULTA,1.0,
exact,MULTA,1.0,
exact,MULTA,1.0,
FN,RECOMENDACAO,0.0,
exact,MULTA,1.0,
exact,MULTA,1.0,
exact,RECOMENDACAO,1.0,
FN,OBRIGACAO,0.0,
FN,OBRIGACAO,0.0,
FN,OBRIGACAO,0.0,
exact,RECOMENDACAO,0.9629629629629629,
exact,RECOMENDACAO,0.6842105263157895,
FN,RECOMENDACAO,0.0,
FN,OBRIGACAO,0.0,
FN,OBRIGACAO,0.0,
FN,OBRIGACAO,0.0,
FN,OBRIGACAO,0.0,
FN,OBRIGACAO,0.0,
FN,OBRIGACAO,0.0,
exact,MULTA,0.6511627906976745,
exact,MULTA,0.9921259842519685,
exact,RESSARCIMENTO,0.9555555555555556,
FN,MULTA,0.0,
exact,OBRIGACAO,1.0,
boundary,OBRIGACAO,0.3272058823529412,OBRIGACAO
exact,OBRIGACAO,0.9353233830845771,
exact,RECOMENDACAO,1.0,
exact,RECOMENDACAO,1.0,
exact,RECOMENDACAO,1.0,
FP,OBRIGACAO,0.0,
FP,OBRIGACAO,0.0,
FP,OBRIGACAO,0.0,
FP,OBRIGACAO,0.0,
exact,OBRIGACAO,0.9682539682539683,
exact,MULTA,0.9855072463768116,
FN,MULTA,0.0,
exact,MULTA,0.9,
exact,MULTA,0.6141732283464567,
boundary,MULTA,0.3228346456692913,MULTA
exact,MULTA,1.0,
exact,MULTA,0.9152542372881356,
boundary,OBRIGACAO,0.48823529411764705,OBRIGACAO
FN,OBRIGACAO,0.0,
exact,MULTA,0.8225806451612904,
exact,MULTA,0.5384615384615384,
exact,OBRIGACAO,0.8870967741935484,
exact,OBRIGACAO,0.9459459459459459,
exact,OBRIGACAO,0.9682539682539683,
FP,OBRIGACAO,0.0,
FP,OBRIGACAO,0.0,
FP,OBRIGACAO,0.0,
exact,RECOMENDACAO,1.0,
exact,MULTA,0.5114503816793893,
boundary,OBRIGACAO,0.35,OBRIGACAO
FN,MULTA,0.0,
FN,MULTA,0.0,
FN,OBRIGACAO,0.0,
boundary,RECOMENDACAO,0.32653061224489793,RECOMENDACAO
FN,OBRIGACAO,0.0,
exact,MULTA,1.0,
exact,RECOMENDACAO,0.9795918367346939,
FP,OBRIGACAO,0.0,
exact,MULTA,1.0,
exact,OBRIGACAO,0.9333333333333333,
exact,OBRIGACAO,0.8956521739130435,
exact,MULTA,1.0,
exact,RECOMENDACAO,1.0,
exact,MULTA,0.7714285714285715,
exact,RECOMENDACAO,1.0,
FN,RECOMENDACAO,0.0,
exact,MULTA,0.8051948051948052,
exact,MULTA,0.9583333333333334,
exact,OBRIGACAO,0.9368421052631579,
boundary,OBRIGACAO,0.3563218390804598,OBRIGACAO
FP,RECOMENDACAO,0.0,
FP,RECOMENDACAO,0.0,
exact,RECOMENDACAO,0.9642857142857143,
FP,OBRIGACAO,0.0,
FP,RECOMENDACAO,0.0,
exact,MULTA,1.0,
FP,MULTA,0.0,
FP,RECOMENDACAO,0.0,
exact,MULTA,1.0,
FP,OBRIGACAO,0.0,
FP,OBRIGACAO,0.0,
exact,RECOMENDACAO,0.9655172413793104,
exact,MULTA,0.8478260869565217,
FP,MULTA,0.0,
FP,MULTA,0.0,
FP,MULTA,0.0,
FP,RECOMENDACAO,0.0,
FN,OBRIGACAO,0.0,
FN,OBRIGACAO,0.0,
FN,OBRIGACAO,0.0,
exact,RECOMENDACAO,1.0,
FP,RECOMENDACAO,0.0,
exact,MULTA,0.7746478873239436,
FP,OBRIGACAO,0.0,
exact,RECOMENDACAO,1.0,
FP,RECOMENDACAO,0.0,
exact,RECOMENDACAO,1.0,
exact,MULTA,0.8571428571428571,
exact,MULTA,0.9354838709677419,
exact,RESSARCIMENTO,0.9514925373134329,
exact,OBRIGACAO,1.0,
boundary,RESSARCIMENTO,0.2926829268292683,MULTA
boundary,RESSARCIMENTO,0.1744186046511628,RESSARCIMENTO
exact,RESSARCIMENTO,0.5507246376811594,
exact,OBRIGACAO,0.9459459459459459,
boundary,OBRIGACAO,0.467005076142132,OBRIGACAO
exact,OBRIGACAO,0.8153846153846154,
boundary,RESSARCIMENTO,0.24705882352941178,MULTA
boundary,RESSARCIMENTO,0.23863636363636365,MULTA
exact,RESSARCIMENTO,0.7294117647058823,
FN,MULTA,0.0,
FN,RESSARCIMENTO,0.0,
exact,MULTA,1.0,
exact,RESSARCIMENTO,0.9166666666666666,
exact,RESSARCIMENTO,0.7974683544303798,
FN,RESSARCIMENTO,0.0,
exact,MULTA,1.0,
exact,RESSARCIMENTO,0.875,
exact,RECOMENDACAO,1.0,
exact,MULTA,1.0,
boundary,RESSARCIMENTO,0.47368421052631576,RESSARCIMENTO
exact,RESSARCIMENTO,0.7818181818181819,
boundary,RESSARCIMENTO,0.3548387096774194,MULTA
boundary,RESSARCIMENTO,0.4722222222222222,RESSARCIMENTO
FN,RESSARCIMENTO,0.0,
exact,MULTA,1.0,
exact,MULTA,1.0,
exact,MULTA,1.0,
exact,MULTA,1.0,
exact,MULTA,1.0,
exact,MULTA,1.0,
exact,RESSARCIMENTO,1.0,
exact,MULTA,1.0,
exact,MULTA,0.9428571428571428,
exact,RESSARCIMENTO,0.9787234042553191,
exact,MULTA,1.0,
exact,MULTA,0.8636363636363636,
exact,MULTA,1.0,
exact,RESSARCIMENTO,0.9803921568627451,
FN,MULTA,0.0,
exact,MULTA,1.0,
exact,MULTA,1.0,
exact,MULTA,1.0,
exact,MULTA,1.0,
exact,MULTA,1.0,
exact,MULTA,0.8536585365853658,
exact,RESSARCIMENTO,1.0,
FN,MULTA,0.0,
exact,RESSARCIMENTO,0.8588235294117647,
exact,MULTA,0.6181818181818182,
exact,RESSARCIMENTO,1.0,
exact,RESSARCIMENTO,1.0,
type_error,RESSARCIMENTO,0.5,MULTA
exact,MULTA,0.9705882352941176,
exact,RESSARCIMENTO,1.0,
FP,RESSARCIMENTO,0.0,
exact,MULTA,1.0,
exact,MULTA,1.0,
exact,MULTA,1.0,
exact,MULTA,1.0,
exact,RESSARCIMENTO,0.9814814814814815,
exact,MULTA,1.0,
exact,MULTA,1.0,
exact,MULTA,1.0,
FP,MULTA,0.0,
exact,RESSARCIMENTO,0.98,
exact,MULTA,1.0,
type_error,RESSARCIMENTO,0.5094339622641509,MULTA
boundary,RESSARCIMENTO,0.39622641509433965,RESSARCIMENTO
exact,MULTA,1.0,
exact,RESSARCIMENTO,0.8842105263157894,
exact,RESSARCIMENTO,0.7142857142857143,
FP,OBRIGACAO,0.0,
type_error,RESSARCIMENTO,0.8043478260869565,MULTA
exact,MULTA,0.9545454545454546,
exact,RESSARCIMENTO,0.8043478260869565,
exact,OBRIGACAO,1.0,
exact,MULTA,0.5081967213114754,
boundary,RESSARCIMENTO,0.4878048780487805,RESSARCIMENTO
boundary,MULTA,0.45901639344262296,OBRIGACAO
exact,MULTA,1.0,
exact,MULTA,1.0,
exact,MULTA,1.0,
exact,MULTA,0.9428571428571428,
exact,RESSARCIMENTO,1.0,
exact,RESSARCIMENTO,0.9024390243902439,
exact,MULTA,1.0,
exact,RESSARCIMENTO,0.8148148148148148,
exact,MULTA,1.0,
exact,RESSARCIMENTO,0.8857142857142857,
exact,MULTA,1.0,
exact,RESSARCIMENTO,1.0,
boundary,RESSARCIMENTO,0.2727272727272727,MULTA
boundary,RESSARCIMENTO,0.22580645161290322,RESSARCIMENTO
exact,RESSARCIMENTO,1.0,
exact,MULTA,1.0,
exact,MULTA,0.9393939393939394,
boundary,RESSARCIMENTO,0.33783783783783783,RESSARCIMENTO
exact,MULTA,1.0,
exact,MULTA,1.0,
exact,MULTA,0.8461538461538461,
exact,RESSARCIMENTO,1.0,
FN,MULTA,0.0,
boundary,MULTA,0.31901840490797545,MULTA
exact,MULTA,0.6194029850746269,
exact,RESSARCIMENTO,1.0,
boundary,MULTA,0.24096385542168675,RECOMENDACAO
FN,MULTA,0.0,
FN,MULTA,0.0,
FN,MULTA,0.0,
FN,MULTA,0.0,
FN,MULTA,0.0,
FN,RESSARCIMENTO,0.0,
FN,RESSARCIMENTO,0.0,
exact,RESSARCIMENTO,0.8367346938775511,
exact,RESSARCIMENTO,0.6037735849056604,
exact,MULTA,1.0,
exact,RESSARCIMENTO,0.6551724137931034,
boundary,RESSARCIMENTO,0.22580645161290322,MULTA
boundary,RESSARCIMENTO,0.3870967741935484,MULTA
exact,MULTA,1.0,
exact,MULTA,0.5909090909090909,
exact,MULTA,0.7727272727272727,
exact,MULTA,0.9375,
exact,MULTA,1.0,
exact,MULTA,0.68,
exact,RESSARCIMENTO,0.9393939393939394,
exact,RESSARCIMENTO,0.8484848484848485,
exact,RESSARCIMENTO,0.7666666666666667,
exact,RESSARCIMENTO,0.9285714285714286,
FN,MULTA,0.0,
FN,MULTA,0.0,
FN,MULTA,0.0,
FN,MULTA,0.0,
exact,MULTA,1.0,
exact,MULTA,1.0,
exact,MULTA,1.0,
exact,RESSARCIMENTO,1.0,
exact,MULTA,1.0,
exact,RESSARCIMENTO,0.6923076923076923,
exact,MULTA,0.9375,
exact,MULTA,0.7142857142857143,
exact,RESSARCIMENTO,1.0,
FN,MULTA,0.0,
exact,MULTA,1.0,
exact,RESSARCIMENTO,0.75,
exact,MULTA,1.0,
exact,MULTA,0.825,
exact,MULTA,0.9117647058823529,
FN,MULTA,0.0,
FN,RESSARCIMENTO,0.0,
FN,RESSARCIMENTO,0.0,
FN,MULTA,0.0,
FN,RECOMENDACAO,0.0,
exact,MULTA,0.9545454545454546,
type_error,RESSARCIMENTO,0.6896551724137931,MULTA
boundary,RESSARCIMENTO,0.2391304347826087,RESSARCIMENTO
FP,RECOMENDACAO,0.0,
exact,MULTA,1.0,
exact,RESSARCIMENTO,0.7857142857142857,
exact,MULTA,0.9166666666666666,
exact,MULTA,1.0,
exact,RESSARCIMENTO,0.847457627118644,
exact,MULTA,0.5346534653465347,
exact,MULTA,0.8292682926829268,
FN,MULTA,0.0,
boundary,RESSARCIMENTO,0.42857142857142855,RESSARCIMENTO
boundary,RESSARCIMENTO,0.30303030303030304,MULTA
exact,RESSARCIMENTO,0.5135135135135135,
exact,MULTA,0.5875,
boundary,RESSARCIMENTO,0.32222222222222224,MULTA
exact,RESSARCIMENTO,0.967741935483871,
boundary,RESSARCIMENTO,0.24271844660194175,MULTA
boundary,RESSARCIMENTO,0.18691588785046728,RESSARCIMENTO
exact,RESSARCIMENTO,1.0,
