model,display,iou_threshold,span_f1,span_f1_macro,span_precision,span_recall
qwen2.5-72b_few_shot,Qwen2.5-72B,0.3,0.6555772994129159,0.6238398114352829,0.576592082616179,0.7596371882086168
qwen2.5-72b_few_shot,Qwen2.5-72B,0.5,0.62426614481409,0.5852652187237197,0.5490533562822719,0.7233560090702947
qwen2.5-72b_few_shot,Qwen2.5-72B,0.7,0.5772994129158513,0.540198556215944,0.5077452667814114,0.6689342403628118
qwen2.5-72b_few_shot,Qwen2.5-72B,exact,0.22896281800391388,0.23719505815219527,0.20137693631669534,0.2653061224489796
rufimelo_Legal-BERTimbau-base__supervised,Legal-BERTimbau-base,0.3,0.6204906204906204,0.49078925145081514,0.8531746031746031,0.4875283446712018
rufimelo_Legal-BERTimbau-base__supervised,Legal-BERTimbau-base,0.5,0.6060606060606061,0.47304830064534825,0.8333333333333334,0.47619047619047616
rufimelo_Legal-BERTimbau-base__supervised,Legal-BERTimbau-base,0.7,0.5829725829725829,0.4480622697271138,0.8015873015873016,0.4580498866213152
rufimelo_Legal-BERTimbau-base__supervised,Legal-BERTimbau-base,exact,0.5252525252525252,0.4024107931434339,0.7222222222222222,0.4126984126984127
neuralmind_bert-base-portuguese-cased__supervised,BERTimbau-base,0.3,0.7232375979112271,0.6625174719533434,0.8523076923076923,0.6281179138321995
neuralmind_bert-base-portuguese-cased__supervised,BERTimbau-base,0.5,0.6945169712793734,0.6274510495987855,0.8184615384615385,0.6031746031746031
neuralmind_bert-base-portuguese-cased__supervised,BERTimbau-base,0.7,0.6684073107049608,0.5978651489149845,0.7876923076923077,0.5804988662131519
neuralmind_bert-base-portuguese-cased__supervised,BERTimbau-base,exact,0.5874673629242819,0.5261917237378912,0.6923076923076923,0.5102040816326531
neuralmind_bert-large-portuguese-cased__supervised,BERTimbau-large,0.3,0.6124818577648766,0.47171660508600044,0.8508064516129032,0.47845804988662133
neuralmind_bert-large-portuguese-cased__supervised,BERTimbau-large,0.5,0.5979680696661829,0.4503732278104198,0.8306451612903226,0.4671201814058957
neuralmind_bert-large-portuguese-cased__supervised,BERTimbau-large,0.7,0.5892597968069666,0.4413755295471848,0.8185483870967742,0.4603174603174603
neuralmind_bert-large-portuguese-cased__supervised,BERTimbau-large,exact,0.5341074020319304,0.4120450811759863,0.7419354838709677,0.41723356009070295
bilstm-crf__supervised,BiLSTM-CRF,0.3,0.7094240837696336,0.6372425477955719,0.8390092879256966,0.6145124716553289
bilstm-crf__supervised,BiLSTM-CRF,0.5,0.6492146596858639,0.5698301801760791,0.7678018575851393,0.562358276643991
bilstm-crf__supervised,BiLSTM-CRF,0.7,0.5916230366492148,0.5025039502980679,0.6996904024767802,0.5124716553287982
bilstm-crf__supervised,BiLSTM-CRF,exact,0.5,0.4256656833914498,0.5913312693498453,0.4331065759637188
alfaneo_jurisbert-base-portuguese-uncased__supervised,JurisBERT,0.3,0.6526315789473683,0.584718202776279,0.7774294670846394,0.562358276643991
alfaneo_jurisbert-base-portuguese-uncased__supervised,JurisBERT,0.5,0.6236842105263157,0.5526401628488743,0.7429467084639498,0.5374149659863946
alfaneo_jurisbert-base-portuguese-uncased__supervised,JurisBERT,0.7,0.5894736842105263,0.5162517780938833,0.7021943573667712,0.5079365079365079
alfaneo_jurisbert-base-portuguese-uncased__supervised,JurisBERT,exact,0.5,0.4286383479668416,0.5956112852664577,0.4308390022675737
alfaneo_bertimbaulaw-base-portuguese-cased__supervised,BERTimbauLaw,0.3,0.6666666666666667,0.5706850406066317,0.8333333333333334,0.5555555555555556
alfaneo_bertimbaulaw-base-portuguese-cased__supervised,BERTimbauLaw,0.5,0.653061224489796,0.5497185018172028,0.8163265306122449,0.54421768707483
alfaneo_bertimbaulaw-base-portuguese-cased__supervised,BERTimbauLaw,0.7,0.6312925170068027,0.5314870215820882,0.7891156462585034,0.5260770975056689
alfaneo_bertimbaulaw-base-portuguese-cased__supervised,BERTimbauLaw,exact,0.5768707482993197,0.492410429846996,0.7210884353741497,0.48072562358276644
raquelsilveira_legalbertpt_fp__supervised,LegalBert-pt,0.3,0.6922094508301405,0.6295743353506057,0.7923976608187134,0.6145124716553289
raquelsilveira_legalbertpt_fp__supervised,LegalBert-pt,0.5,0.6743295019157088,0.6102954485996817,0.7719298245614035,0.5986394557823129
raquelsilveira_legalbertpt_fp__supervised,LegalBert-pt,0.7,0.6538952745849298,0.58865807128272,0.7485380116959064,0.5804988662131519
raquelsilveira_legalbertpt_fp__supervised,LegalBert-pt,exact,0.5593869731800767,0.5003741207324982,0.6403508771929824,0.4965986394557823
ulysses-camara_legal-bert-pt-br__supervised,LegalBERTPT-br,0.3,0.5590433482810164,0.3747651580233593,0.8201754385964912,0.42403628117913833
ulysses-camara_legal-bert-pt-br__supervised,LegalBERTPT-br,0.5,0.547085201793722,0.3693155667427053,0.8026315789473685,0.41496598639455784
ulysses-camara_legal-bert-pt-br__supervised,LegalBERTPT-br,0.7,0.523168908819133,0.34011551794039535,0.7675438596491229,0.3968253968253968
ulysses-camara_legal-bert-pt-br__supervised,LegalBERTPT-br,exact,0.4843049327354261,0.32240434627827,0.7105263157894737,0.3673469387755102
dominguesm_legal-bert-base-cased-ptbr__supervised,Legal-BERT-STF,0.3,0.673024523160763,0.5535877665299581,0.8430034129692833,0.5600907029478458
dominguesm_legal-bert-base-cased-ptbr__supervised,Legal-BERT-STF,0.5,0.6594005449591281,0.543516916327529,0.825938566552901,0.5487528344671202
dominguesm_legal-bert-base-cased-ptbr__supervised,Legal-BERT-STF,0.7,0.6185286103542234,0.5114774158669758,0.7747440273037542,0.5147392290249433
dominguesm_legal-bert-base-cased-ptbr__supervised,Legal-BERT-STF,exact,0.547683923705722,0.4641317547055252,0.6860068259385665,0.4557823129251701
dccmpmgfinalisticas_GovBERT-BR__supervised,GovBERT-BR,0.3,0.5661538461538461,0.4229609634840653,0.8803827751196173,0.41723356009070295
dccmpmgfinalisticas_GovBERT-BR__supervised,GovBERT-BR,0.5,0.56,0.4157078129508982,0.8708133971291866,0.4126984126984127
dccmpmgfinalisticas_GovBERT-BR__supervised,GovBERT-BR,0.7,0.5415384615384615,0.39394836135139677,0.8421052631578947,0.39909297052154197
dccmpmgfinalisticas_GovBERT-BR__supervised,GovBERT-BR,exact,0.4923076923076923,0.360082499135436,0.7655502392344498,0.36281179138321995
